Title,City,Filed As,Verdict,Confidence,Real Type,Reason,Proposed Action,Raw Industry,Rating,Reviews,Address,Google Maps Link
LG Ken Laundry shop,General Luna,laundry,CORRECT,high,laundry service,type 'laundry service' matches laundry,keep in 'laundry',Laundry service,4.9,(36),"Purok 1, Brgy. Malinao, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/LG+Ken+Laundry+shop/data=!4m7!3m6!1s0x3303f70034a8bc2d:0x54b4d67bcd948e45!8m2!3d9.7701634!4d126.128094!16s%2Fg%2F11wxl85_v_!19sChIJLbyoNAD3AzMRRY6UzXvWtFQ?authuser=0&hl=en&rclk=1
Islaundry Siargao,General Luna,laundry,CORRECT,high,laundry service,type 'laundry service' matches laundry,keep in 'laundry',Laundry service,5.0,(1),"Sitio San Ramon, Poblacion, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Islaundry+Siargao/data=!4m7!3m6!1s0x3303f7005e9b59fd:0xe1e71a2fd5fb1632!8m2!3d9.7907623!4d126.1505993!16s%2Fg%2F11y_zkz4tp!19sChIJ_VmbXgD3AzMRMhb71S8a5-E?authuser=0&hl=en&rclk=1
Swell Wash Laundry Malinao - Siargao,General Luna,laundry,CORRECT,high,laundry service,type 'laundry service' matches laundry,keep in 'laundry',Laundry service,4.2,(21),"General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Swell+Wash+Laundry+Malinao+-+Siargao/data=!4m7!3m6!1s0x3303f78e2a0ba389:0x5af2330e2ec197a6!8m2!3d9.770581!4d126.1284676!16s%2Fg%2F11jt05lhdv!19sChIJiaMLKo73AzMRppfBLg4z8lo?authuser=0&hl=en&rclk=1
Abaii Laundry Services,General Luna,laundry,CORRECT,high,laundry service,type 'laundry service' matches laundry,keep in 'laundry',Laundry service,5.0,(1),"Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Abaii+Laundry+Services/data=!4m7!3m6!1s0x330409007b988167:0xb3c6c545f5fe7658!8m2!3d9.7885526!4d126.1621957!16s%2Fg%2F11ywx2v498!19sChIJZ4GYewAJBDMRWHb-9UXFxrM?authuser=0&hl=en&rclk=1
Bubbles Carwash,General Luna,laundry,CORRECT,high,car wash,type 'car wash' matches laundry,keep in 'laundry',Car wash,5.0,(1),"Q5Q3+2W7, General Luna, Surigao del Norte",https://www.google.com/maps/place/Bubbles+Carwash/data=!4m7!3m6!1s0x3303f70078e151ed:0xb81246cbfc03ceb2!8m2!3d9.7894117!4d126.1549269!16s%2Fg%2F11ymk46hy2!19sChIJ7VHheAD3AzMRss4D_MtGErg?authuser=0&hl=en&rclk=1
Abukay Resort,General Luna,public restroom,INCORRECT,high,resort hotel,type 'resort hotel' is not a public restroom,drop from 'public restroom'  (true type: resort hotel — reclassify there if wanted),Resort hotel  Q5W6+RCX Tourism Rd,4.3,(71),0918 921 1098,https://www.google.com/maps/place/Abukay+Resort/data=!4m7!3m6!1s0x330409e20d8f43d7:0x882511fd311aafab!8m2!3d9.7971154!4d126.1611128!16s%2Fg%2F11bw50v98g!19sChIJ10OPDeIJBDMRq68aMf0RJYg?authuser=0&hl=en&rclk=1
Morenta (Siargao Motorcycle and Car Rental),General Luna,public restroom,INCORRECT,high,scooter rental service,type 'scooter rental service' is not a public restroom,drop from 'public restroom'  (true type: scooter rental service — reclassify there if wanted),Scooter rental service  Poblacion V (Purok VClosed  Opens 6 AM,5.0,(347),0953 923 7277,https://www.google.com/maps/place/Morenta+%28Siargao+Motorcycle+and+Car+Rental%29/data=!4m7!3m6!1s0x3303f7912e507e4d:0x7ca6a7d702d1fb8d!8m2!3d9.7888196!4d126.1601552!16s%2Fg%2F11y4l80yrd!19sChIJTX5QLpH3AzMRjfvRAtenpnw?authuser=0&hl=en&rclk=1
TravelGo – Siargao Transport & Airport Transfer,General Luna,luggage storage,INCORRECT,high,transportation service,type 'transportation service' is not a luggage storage,drop from 'luggage storage'  (true type: transportation service — reclassify there if wanted),Transportation service,5.0,(2),"Blue Corner House, General Luna, Surigao del Norte",https://www.google.com/maps/place/TravelGo+%E2%80%93+Siargao+Transport+%26+Airport+Transfer/data=!4m7!3m6!1s0x3303f7a63892e2f9:0x629833becc27ba4d!8m2!3d9.7851787!4d126.1573185!16s%2Fg%2F11z20m3n36!19sChIJ-eKSOKb3AzMRTbonzL4zmGI?authuser=0&hl=en&rclk=1
The Whale's Tale,General Luna,luggage storage,INCORRECT,high,souvenir store,type 'souvenir store' is not a luggage storage,drop from 'luggage storage'  (true type: souvenir store — reclassify there if wanted),Souvenir store,3.5,(18),"Tourism Road General Luna Siargao, 8419 Surigao del Norte",https://www.google.com/maps/place/The+Whale%27s+Tale/data=!4m7!3m6!1s0x3303f76ef45800e1:0xfa8b07df8dbd39d4!8m2!3d9.7901449!4d126.1619211!16s%2Fg%2F11tmrcywtc!19sChIJ4QBY9G73AzMR1Dm9jd8Hi_o?authuser=0&hl=en&rclk=1
NOGS SOUVENIR SHOP,General Luna,luggage storage,INCORRECT,high,souvenir store,type 'souvenir store' is not a luggage storage,drop from 'luggage storage'  (true type: souvenir store — reclassify there if wanted),Souvenir store,3.8,(13),"Tourism Rd, Brgy. 5, General Luna, Surigao del Norte",https://www.google.com/maps/place/NOGS+SOUVENIR+SHOP/data=!4m7!3m6!1s0x3303f7c0e2e34881:0xa88e5353c8a6409c!8m2!3d9.7878229!4d126.162424!16s%2Fg%2F11r8hzqm3h!19sChIJgUjj4sD3AzMRnECmyFNTjqg?authuser=0&hl=en&rclk=1
Panpinoy Bakeshop,General Luna,luggage storage,INCORRECT,high,bakery,type 'bakery' is not a luggage storage,drop from 'luggage storage'  (true type: bakery — reclassify there if wanted),Bakery,4.8,(28),"Q5Q6+HW6, Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Panpinoy+Bakeshop/data=!4m7!3m6!1s0x3303f73e33ebcb45:0xd762acf6f8bb2bbc!8m2!3d9.7889079!4d126.1622557!16s%2Fg%2F11j8m6b0g5!19sChIJRcvrMz73AzMRvCu7-PasYtc?authuser=0&hl=en&rclk=1
NALU.IAO SOUVENIR,General Luna,luggage storage,INCORRECT,high,souvenir store,type 'souvenir store' is not a luggage storage,drop from 'luggage storage'  (true type: souvenir store — reclassify there if wanted),Souvenir store,4.3,(6),"Brgy Pob.5, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/NALU.IAO+SOUVENIR/data=!4m7!3m6!1s0x3303f7622e43ab45:0x5913bea8382a6c0c!8m2!3d9.7850529!4d126.1560943!16s%2Fg%2F11wy5b8zmv!19sChIJRatDLmL3AzMRDGwqOKi-E1k?authuser=0&hl=en&rclk=1
Catangnan Bridge,General Luna,luggage storage,INCORRECT,high,bridge,type 'bridge' is not a luggage storage,drop from 'luggage storage'  (true type: bridge — reclassify there if wanted),Bridge,4.5,(83),"R554+RC8, General Luna, Surigao del Norte",https://www.google.com/maps/place/Catangnan+Bridge/data=!4m7!3m6!1s0x330409004e42b999:0x233cd3add4d5743e!8m2!3d9.8106471!4d126.1548059!16s%2Fg%2F11ynd031x_!19sChIJmblCTgAJBDMRPnTV1K3TPCM?authuser=0&hl=en&rclk=1
MARCO SUITES SIARGAO,General Luna,luggage storage,INCORRECT,high,serviced apartment,type 'serviced apartment' is not a luggage storage,drop from 'luggage storage'  (true type: serviced apartment — reclassify there if wanted),Serviced apartment,4.3,(13),"Q5P6+44Q, 3 Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/MARCO+SUITES+SIARGAO/data=!4m7!3m6!1s0x3303f610d142965f:0x73c3cd02b2756935!8m2!3d9.785299!4d126.160359!16s%2Fg%2F11xclzzltt!19sChIJX5ZC0RD2AzMRNWl1sgLNw3M?authuser=0&hl=en&rclk=1
KMJ suites,General Luna,luggage storage,INCORRECT,high,hotel,type 'hotel' is not a luggage storage,drop from 'luggage storage'  (true type: hotel — reclassify there if wanted),Hotel,4.2,(10),"siargao Island, Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/KMJ+suites/data=!4m11!3m10!1s0x3303f7001eaa5e1d:0x5ec9712fca0aa2bc!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.7949065!4d126.1597418!16s%2Fg%2F11vzbgn0n7!19sChIJHV6qHgD3AzMRvKIKyi9xyV4?authuser=0&hl=en&rclk=1
Raba Motorbike Rental,General Luna,luggage storage,INCORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' is not a luggage storage,drop from 'luggage storage'  (true type: motorcycle rental agency — reclassify there if wanted),Motorcycle rental agency,5.0,(238),"Poblacion IV, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Raba+Motorbike+Rental/data=!4m7!3m6!1s0x3303f79163ea3873:0x73c6cba53a7cffe7!8m2!3d9.7837791!4d126.154788!16s%2Fg%2F11md176wbn!19sChIJczjqY5H3AzMR5_98OqXLxnM?authuser=0&hl=en&rclk=1
Tropa Store Siargao,General Luna,luggage storage,INCORRECT,high,clothing store,type 'clothing store' is not a luggage storage,drop from 'luggage storage'  (true type: clothing store — reclassify there if wanted),Clothing store,4.4,(5),"Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Tropa+Store+Siargao/data=!4m7!3m6!1s0x3303f7456d95712f:0xe05e991bca5f78e!8m2!3d9.787278!4d126.162086!16s%2Fg%2F11rbkm1l2r!19sChIJL3GVbUX3AzMRjvelvJHpBQ4?authuser=0&hl=en&rclk=1
Kobe's Bite Dessert House,General Luna,luggage storage,INCORRECT,high,restaurant,type 'restaurant' is not a luggage storage,drop from 'luggage storage'  (true type: restaurant — reclassify there if wanted),Restaurant,4.7,(65),"Q5Q6+4XM, General Luna, Surigao del Norte",https://www.google.com/maps/place/Kobe%27s+Bite+Dessert+House/data=!4m7!3m6!1s0x3303f7dd3cd62923:0x24a6826132dc4ceb!8m2!3d9.787831!4d126.1624089!16s%2Fg%2F11fd70yp57!19sChIJIynWPN33AzMR60zcMmGCpiQ?authuser=0&hl=en&rclk=1
Don Remegio Villas,General Luna,luggage storage,INCORRECT,high,3-star hotel,type '3-star hotel' is not a luggage storage,drop from 'luggage storage'  (true type: 3-star hotel — reclassify there if wanted),3-star hotel,4.6,(56),"Forcadilla St, General Luna, Surigao del Norte",https://www.google.com/maps/place/Don+Remegio+Villas/data=!4m11!3m10!1s0x3303f71d77676cb9:0xac3990b5fb0e1def!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.7842943!4d126.1534521!16s%2Fg%2F11fb3n_8_b!19sChIJuWxndx33AzMR7x0O-7WQOaw?authuser=0&hl=en&rclk=1
Bayay Esteria,General Luna,luggage storage,REVIEW,low,,Industry blank — cannot judge,human review — no type signal,,4.9,(13),"Q5V6+J54, General Luna, Surigao del Norte",https://www.google.com/maps/place/Bayay+Esteria/data=!4m11!3m10!1s0x3303f72268d2fa49:0x2fbdd0f84ce592a6!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.7942933!4d126.159709!16s%2Fg%2F11tmr9l0cf!19sChIJSfrSaCL3AzMRppLlTPjQvS8?authuser=0&hl=en&rclk=1
Siargao Events,General Luna,luggage storage,INCORRECT,high,marketing agency,type 'marketing agency' is not a luggage storage,drop from 'luggage storage'  (true type: marketing agency — reclassify there if wanted),Marketing agency,3.7,(3),"Lot 1955 Poblacion 5, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Siargao+Events/data=!4m7!3m6!1s0x3303f7b14344cf23:0xa5d5a8d3c6ed155e!8m2!3d9.7925471!4d126.1525947!16s%2Fg%2F11x15v4grx!19sChIJI89EQ7H3AzMRXhXtxtOo1aU?authuser=0&hl=en&rclk=1
Shuttle Siargao,General Luna,transportation,CORRECT,high,airport shuttle service,type 'airport shuttle service' matches transportation,keep in 'transportation',Airport shuttle service,5.0,(49),"Bayubudhan, Poblacion 5, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Shuttle+Siargao/data=!4m7!3m6!1s0x3303f745efa1ab51:0x621ab173e1e2e9b4!8m2!3d9.7942096!4d126.1525027!16s%2Fg%2F11x78z74f0!19sChIJUauh70X3AzMRtOni4XOxGmI?authuser=0&hl=en&rclk=1
General Luna Integrated Terminal,General Luna,transportation,CORRECT,medium,transportation service,name reads as transportation,keep in 'transportation',Transportation service,4.5,(2),"Q5R3+VMW, General Luna, Surigao del Norte",https://www.google.com/maps/place/General+Luna+Integrated+Terminal/data=!4m7!3m6!1s0x3303f7006ed3c911:0x7d1d32bb5234b0c8!8m2!3d9.7928154!4d126.1553263!16s%2Fg%2F11x81pw68y!19sChIJEcnTbgD3AzMRyLA0UrsyHX0?authuser=0&hl=en&rclk=1
Island MOVER tuktuk service,General Luna,transportation,CORRECT,high,transportation service,type 'transportation service' matches transportation,keep in 'transportation',Transportation service,5.0,(27),"Purok 3 Sta fe, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Island+MOVER+tuktuk+service/data=!4m7!3m6!1s0x3304098666b66f7b:0x79a78ac5ee488377!8m2!3d9.8397196!4d126.1351547!16s%2Fg%2F11nc03hmx2!19sChIJe2-2ZoYJBDMRd4NI7sWKp3k?authuser=0&hl=en&rclk=1
Santos Van for Hire (Siargao Transport Service Cooperative),General Luna,transportation,CORRECT,medium,van rental agency,name reads as transportation,keep in 'transportation',Van rental agency,5.0,(7),"Brgy, Catangnan, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Santos+Van+for+Hire+%28Siargao+Transport+Service+Cooperative%29/data=!4m7!3m6!1s0x3304094c853b1f1d:0x1ea803e2aaf8ecec!8m2!3d9.812604!4d126.1620361!16s%2Fg%2F11y579r190!19sChIJHR87hUwJBDMR7Oz4quIDqB4?authuser=0&hl=en&rclk=1
Siakay,General Luna,transportation,CORRECT,high,transportation service,type 'transportation service' matches transportation,keep in 'transportation',Transportation service,5.0,(6),"R535+WJQ, General Luna, Surigao del Norte",https://www.google.com/maps/place/Siakay/data=!4m7!3m6!1s0x33040900563bfd13:0x737fcb3623bf0!8m2!3d9.8046356!4d126.1594354!16s%2Fg%2F11w44h3_v0!19sChIJE_07VgAJBDMR8Dtis_w3BwA?authuser=0&hl=en&rclk=1
Janoyoy island,General Luna,transportation,CORRECT,high,transportation service,type 'transportation service' matches transportation,keep in 'transportation',Transportation service,5.0,(1),"Q43J+VM, General Luna, Surigao del Norte",https://www.google.com/maps/place/Janoyoy+island/data=!4m7!3m6!1s0x3303f70000652747:0x2c9d70de088ae4e1!8m2!3d9.7547264!4d126.1316729!16s%2Fg%2F11yz0z24hf!19sChIJRydlAAD3AzMR4eSKCN5wnSw?authuser=0&hl=en&rclk=1
KENJIE'S MOTORBIKE RENTALS,General Luna,transportation,INCORRECT,medium,transportation service,name implies not a real transportation,drop from 'transportation'  (true type: transportation service — reclassify there if wanted),Transportation service,5.0,(1),"poblacion 5 Poblacion V, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/KENJIE%27S+MOTORBIKE+RENTALS/data=!4m7!3m6!1s0x3303f700006d9e8d:0xafdd1fff667ad67b!8m2!3d9.7917132!4d126.1563838!16s%2Fg%2F11lds0nz71!19sChIJjZ5tAAD3AzMRe9Z6Zv8f3a8?authuser=0&hl=en&rclk=1
Dodong's Van Transpo,General Luna,transportation,CORRECT,medium,van rental agency,name reads as transportation,keep in 'transportation',Van rental agency,5.0,(3),"Q5M3+7QV, General Luna, Surigao del Norte",https://www.google.com/maps/place/Dodong%27s+Van+Transpo/data=!4m7!3m6!1s0x3303f700263c7f9f:0x91dee798727d6dbf!8m2!3d9.7832419!4d126.1543868!16s%2Fg%2F11y4hb5_gk!19sChIJn388JgD3AzMRv219cpjn3pE?authuser=0&hl=en&rclk=1
Thalata Motorbike Rental,General Luna,transportation,INCORRECT,medium,transportation service,name implies not a real transportation,drop from 'transportation'  (true type: transportation service — reclassify there if wanted),Transportation service,4.4,(7),"General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Thalata+Motorbike+Rental/data=!4m7!3m6!1s0x3303f7c8a24442ad:0x5d6baa47fbedce84!8m2!3d9.7841875!4d126.1550625!16s%2Fg%2F11l34_p53v!19sChIJrUJEosj3AzMRhM7t-0eqa10?authuser=0&hl=en&rclk=1
Dapa-Consuelo-General Luna Tricycle Operators And Drivers Cooperative,General Luna,transportation,CORRECT,medium,government office,name reads as transportation,keep in 'transportation',Government office,5.0,(1),"Q5J2+483, National Road, Consuelo, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Dapa-Consuelo-General+Luna+Tricycle+Operators+And+Drivers+Cooperative/data=!4m7!3m6!1s0x3303f63f13561e3f:0xeed1264b190fdca2!8m2!3d9.7802733!4d126.1508068!16s%2Fg%2F11bzvzs4ck!19sChIJPx5WEz_2AzMRotwPGUsm0e4?authuser=0&hl=en&rclk=1
Kermit parking,General Luna,transportation,INCORRECT,high,parking lot for motorcycles,type 'parking lot for motorcycles' is not a transportation,drop from 'transportation'  (true type: parking lot for motorcycles — reclassify there if wanted),Parking lot for motorcycles,4.3,(4),"Q5Q5+5X5, General Luna, Surigao del Norte",https://www.google.com/maps/place/Kermit+parking/data=!4m7!3m6!1s0x3303f70b1cd1f80f:0x24f90adffbc0b945!8m2!3d9.7878919!4d126.159998!16s%2Fg%2F11gmf1s6zp!19sChIJD_jRHAv3AzMRRbnA-98K-SQ?authuser=0&hl=en&rclk=1
Ebikes Siargao,General Luna,transportation,INCORRECT,high,car rental agency,type 'car rental agency' is not a transportation,drop from 'transportation'  (true type: car rental agency — reclassify there if wanted),Car rental agency,4.4,(21),"Back Road at Shapeshifter, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Ebikes+Siargao/data=!4m7!3m6!1s0x3304094119ced2db:0xa75f9977d2de7f54!8m2!3d9.8013312!4d126.158598!16s%2Fg%2F11lf389dj4!19sChIJ29LOGUEJBDMRVH_e0neZX6c?authuser=0&hl=en&rclk=1
Surf and Chill - Siargao,General Luna,transportation,INCORRECT,high,hotel,type 'hotel' is not a transportation,drop from 'transportation'  (true type: hotel — reclassify there if wanted),Hotel,4.9,(22),"R525+P92 Sta.Ines, General Luna, Surigao del Norte",https://www.google.com/maps/place/Surf+and+Chill+-+Siargao/data=!4m7!3m6!1s0x330409003379f9a1:0x74c4d89f58f5fbb8!8m2!3d9.8016549!4d126.158328!16s%2Fg%2F11vrfqny3y!19sChIJofl5MwAJBDMRuPv1WJ_YxHQ?authuser=0&hl=en&rclk=1
Happy Feet Siargao and Bike Rental,General Luna,transportation,INCORRECT,medium,motorcycle rental agency,name implies not a real transportation,drop from 'transportation'  (true type: motorcycle rental agency — reclassify there if wanted),Motorcycle rental agency,5.0,(29),"Siargao City, 8419 Surigao del Norte",https://www.google.com/maps/place/Happy+Feet+Siargao+and+Bike+Rental/data=!4m7!3m6!1s0x3304096d1f5f69a1:0xf9408175b6730e14!8m2!3d9.8100445!4d126.1591099!16s%2Fg%2F11x2tx7d06!19sChIJoWlfH20JBDMRFA5ztnWBQPk?authuser=0&hl=en&rclk=1
K3 Motorbikes Rental,General Luna,transportation,INCORRECT,medium,transportation service,name implies not a real transportation,drop from 'transportation'  (true type: transportation service — reclassify there if wanted),Transportation service,5.0,(10),"Santa Fe, General Luna, Surigao del Norte",https://www.google.com/maps/place/K3+Motorbikes+Rental/data=!4m7!3m6!1s0x3303f7ccbc3b6ecb:0x76d174f088e95cec!8m2!3d9.8401554!4d126.1375334!16s%2Fg%2F11kb8dry8f!19sChIJy247vMz3AzMR7FzpiPB00XY?authuser=0&hl=en&rclk=1
Cee Moto Rentals,General Luna,transportation,INCORRECT,medium,scooter rental service,name implies not a real transportation,drop from 'transportation'  (true type: scooter rental service — reclassify there if wanted),Scooter rental service,4.9,(176),"CeeMoto Rental, Beside of Sparaiso Massage, Pangpang backroad, Siargao, 8419 Surigao del Norte",https://www.google.com/maps/place/Cee+Moto+Rentals/data=!4m7!3m6!1s0x3303f79f853c2acf:0x83c4216db52bd867!8m2!3d9.796865!4d126.1572679!16s%2Fg%2F11x2z22d00!19sChIJzyo8hZ_3AzMRZ9grtW0hxIM?authuser=0&hl=en&rclk=1
Siargao Motorbike Rentals,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,4.6,(90),"Q5Q4+442, General Luna, Surigao del Norte",https://www.google.com/maps/place/Siargao+Motorbike+Rentals/data=!4m7!3m6!1s0x3303f700547f6f13:0xca3ef2330dc85ea0!8m2!3d9.787806!4d126.15529!16s%2Fg%2F11w3cjlbw3!19sChIJE29_VAD3AzMRoF7IDTPyPso?authuser=0&hl=en&rclk=1
Renta Gao (SIARGAO MOTORCYCLE RENTAL),General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,4.8,(257),"Old Road (Pang-Pang Back Road) Near Sparaiso Massage and Spa, Tourism Rd, Siargao, General Luna, Surigao del Norte",https://www.google.com/maps/place/Renta+Gao+%28SIARGAO+MOTORCYCLE+RENTAL%29/data=!4m7!3m6!1s0x3303f791c0b88aa3:0x82ab802e838ac45f!8m2!3d9.7969061!4d126.157284!16s%2Fg%2F11shxl90qs!19sChIJo4q4wJH3AzMRX8SKgy6Aq4I?authuser=0&hl=en&rclk=1
La Cuacheros,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(17),"General Luna, Surigao del Norte",https://www.google.com/maps/place/La+Cuacheros/data=!4m7!3m6!1s0x3303f70024a0341d:0xf5bd7746cdb0aa1b!8m2!3d9.7894371!4d126.1390747!16s%2Fg%2F11z0z3vsq8!19sChIJHTSgJAD3AzMRG6qwzUZ3vfU?authuser=0&hl=en&rclk=1
KanTwo-Wheels Zone Motorbike Rental,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,4.9,(86),"Poblacion 2, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/KanTwo-Wheels+Zone+Motorbike+Rental/data=!4m7!3m6!1s0x3303f7000af4ef17:0xd193250d053b5968!8m2!3d9.7826336!4d126.1559883!16s%2Fg%2F11vws7gdtr!19sChIJF-_0CgD3AzMRaFk7BQ0lk9E?authuser=0&hl=en&rclk=1
Cookie's Scooter Rentals,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(3),"Saging Saging Siargao Island, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Cookie%27s+Scooter+Rentals/data=!4m7!3m6!1s0x3304097dd49d31e7:0xb97c0092ce82b86f!8m2!3d9.8055702!4d126.1602396!16s%2Fg%2F11yrwstqjz!19sChIJ5zGd1H0JBDMRb7iCzpIAfLk?authuser=0&hl=en&rclk=1
Angelito's Car & Bike Rentals Siargao,General Luna,scooter rental,CORRECT,high,car rental agency,type 'car rental agency' matches scooter rental,keep in 'scooter rental',Car rental agency,4.9,(116),"Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Angelito%27s+Car+%26+Bike+Rentals+Siargao/data=!4m7!3m6!1s0x3303f7003610415d:0x3879796c02e4cb0c!8m2!3d9.780212!4d126.1501284!16s%2Fg%2F11y3nqr_q4!19sChIJXUEQNgD3AzMRDMvkAmx5eTg?authuser=0&hl=en&rclk=1
Palm Riders,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(31),"Blue Corner House, Barangay Pablacion 5, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Palm+Riders/data=!4m7!3m6!1s0x3303f7ffee172df7:0x9d6acb6f603b2468!8m2!3d9.7852406!4d126.1573893!16s%2Fg%2F11x8qmrnk2!19sChIJ9y0X7v_3AzMRaCQ7YG_Lap0?authuser=0&hl=en&rclk=1
Bridgestone Siargao (Motorbike and Car Rental),General Luna,scooter rental,CORRECT,high,car rental agency,type 'car rental agency' matches scooter rental,keep in 'scooter rental',Car rental agency,4.7,(46),"Purok 5, Siargao, General Luna, Surigao del Norte",https://www.google.com/maps/place/Bridgestone+Siargao+%28Motorbike+and+Car+Rental%29/data=!4m7!3m6!1s0x3303f7bb4b67b3b5:0x47750cffb532dbd1!8m2!3d9.7860897!4d126.1555031!16s%2Fg%2F11tdnwb2w3!19sChIJtbNnS7v3AzMR0dsytf8MdUc?authuser=0&hl=en&rclk=1
Siargao Nomad Wheels,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(2),"Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Siargao+Nomad+Wheels/data=!4m7!3m6!1s0x3303f720f9e1ba0d:0xa617d6ef4e03fce!8m2!3d9.7911257!4d126.1618581!16s%2Fg%2F11zbgxfd1n!19sChIJDbrh-SD3AzMRzj_g9G59YQo?authuser=0&hl=en&rclk=1
TP Siargao Island Motorbike Rental,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(4),"Near gymnasium Purok 1, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/TP+Siargao+Island+Motorbike+Rental/data=!4m7!3m6!1s0x3303f736e0f2e56f:0x3ac18ee3f75d2094!8m2!3d9.7815261!4d126.156154!16s%2Fg%2F11t_tm4dqj!19sChIJb-Xy4Db3AzMRlCBd9-OOwTo?authuser=0&hl=en&rclk=1
Surf & Ride Siargao - Motorbike Rental,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(8),"Pob. 3 Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Surf+%26+Ride+Siargao+-+Motorbike+Rental/data=!4m7!3m6!1s0x3303f70002afb74d:0x2ed00dc70b259604!8m2!3d9.7848208!4d126.159032!16s%2Fg%2F11lylcxhvw!19sChIJTbevAgD3AzMRBJYlC8cN0C4?authuser=0&hl=en&rclk=1
Dapyakan RENTAL,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(3),"Brgy, Catangnan, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Dapyakan+RENTAL/data=!4m7!3m6!1s0x3304096226ec63b7:0x2b1293f25abed720!8m2!3d9.799774!4d126.1577823!16s%2Fg%2F11vsvrz5dy!19sChIJt2PsJmIJBDMRINe-WvKTEis?authuser=0&hl=en&rclk=1
Siargao Rides Hub (Car & Motorcycle Rentals),General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(4),"Siargao Island, Purok 3 Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Siargao+Rides+Hub+%28Car+%26+Motorcycle+Rentals%29/data=!4m7!3m6!1s0x3303f784c63aa11f:0xab289f99e1e862f6!8m2!3d9.7870134!4d126.1620581!16s%2Fg%2F11x1g6ssrr!19sChIJH6E6xoT3AzMR9mLo4ZmfKKs?authuser=0&hl=en&rclk=1
